Date,AAPL,AUTO.L,MU,NVDA,OCDO.L,SGE.L,TSM
2024-08-21,224.71546936035156,831.1743774414062,107.65296173095703,128.28857421875,362.79998779296875,1020.1005249023438,167.14163208007812
2024-08-22,222.859375,839.7720336914062,103.6083984375,123.536376953125,356.5,1016.1021118164062,162.26698303222656
2024-08-23,225.15219116210938,843.7708740234375,102.20719909667969,129.15711975097656,360.0,995.81005859375,166.9856414794922
2024-08-26,225.48968505859375,843.7708740234375,98.29183197021484,126.25192260742188,360.0,995.81005859375,164.83103942871094
2024-08-27,226.33335876464844,842.9711303710938,97.2483901977539,128.0889129638672,352.29998779296875,1004.6065673828125,166.27395629882812
2024-08-28,224.8048095703125,845.3704833984375,94.26714324951172,125.40330505371094,338.79998779296875,1004.1067504882812,164.95777893066406
2024-08-29,228.0802459716797,848.8338012695312,94.97270202636719,117.3965072631836,337.8999938964844,1017.1016845703125,164.90904235839844
2024-08-30,227.29612731933594,850.8334350585938,95.63850402832031,119.17357635498047,341.20001220703125,1010.604248046875,167.39508056640625
2024-09-02,227.29612731933594,876.8283081054688,95.63850402832031,119.17357635498047,341.0,1020.1005249023438,167.39508056640625
2024-09-03,221.11248779296875,868.8299560546875,88.0263900756836,107.8222885131836,351.3999938964844,1013.1032104492188,156.46615600585938
2024-09-04,219.206787109375,862.6310424804688,88.7319564819336,106.03523254394531,350.5,986.013916015625,156.8366241455078
2024-09-05,220.7253875732422,865.8305053710938,88.83133697509766,107.0335922241211,351.20001220703125,994.0107421875,159.59568786621094
2024-09-06,219.17698669433594,857.0322265625,85.84014892578125,102.66079711914062,336.0,984.8143920898438,152.88818359375
2024-09-09,219.26632690429688,859.6317138671875,85.73082733154297,106.29480743408203,337.1000061035156,999.4086303710938,158.69876098632812
2024-09-10,218.47227478027344,859.6317138671875,86.30720520019531,107.922119140625,338.70001220703125,995.210205078125,158.3574981689453
2024-09-11,221.00332641601562,855.0325927734375,90.08345794677734,116.71763610839844,325.20001220703125,997.0095825195312,165.96197509765625
2024-09-12,221.11248779296875,861.4313354492188,86.66496276855469,118.95413970947266,319.70001220703125,1037.5938720703125,167.74874877929688
2024-09-13,220.84449768066406,871.8292846679688,90.64988708496094,118.91419219970703,330.79998779296875,1030.596435546875,168.79574584960938
2024-09-16,214.71047973632812,877.42822265625,86.63513946533203,116.59781646728516,337.79998779296875,1017.1016845703125,165.44921875
2024-09-17,215.17697143554688,883.6270141601562,88.17546081542969,115.40966796875,352.8999938964844,1017.6015014648438,163.75637817382812
2024-09-18,219.04794311523438,869.4298095703125,86.8040771484375,113.1931381225586,349.6000061035156,1006.1060180664062,163.68785095214844
2024-09-19,227.1670684814453,884.8267822265625,88.69220733642578,117.68611145019531,359.29998779296875,1032.595703125,172.43588256835938
2024-09-20,226.50205993652344,874.6287841796875,90.33190155029297,115.81903839111328,343.6000061035156,1010.604248046875,170.3418426513672
2024-09-23,224.78494262695312,885.0267333984375,92.98519897460938,116.07862854003906,346.29998779296875,1018.1013793945312,171.0072479248047
2024-09-24,225.67823791503906,883.8269653320312,93.41250610351562,120.68143463134766,357.20001220703125,1025.0985107421875,178.0624237060547
2024-09-25,224.68568420410156,888.026123046875,95.17145538330078,123.31730651855469,352.1000061035156,1014.1028442382812,178.43426513671875
2024-09-26,225.8271484375,876.8283081054688,109.1932601928711,123.84648132324219,366.20001220703125,1024.098876953125,182.81805419921875
2024-09-27,226.09510803222656,873.4290161132812,106.8281478881836,121.21060943603516,384.20001220703125,1036.09423828125,174.14830017089844
2024-09-30,231.26637268066406,867.630126953125,103.06182861328125,121.25054931640625,384.29998779296875,1024.098876953125,169.94064331054688
2024-10-01,224.5269012451172,867.43017578125,99.68307495117188,116.81746673583984,394.20001220703125,1005.6062622070312,168.37503051757812
2024-10-02,225.0926513671875,859.2318115234375,99.22595977783203,118.66458129882812,382.70001220703125,1014.6026611328125,172.02490234375
2024-10-03,223.99090576171875,847.4340209960938,101.18364715576172,122.65834045410156,383.70001220703125,1002.1075439453125,175.62586975097656
2024-10-04,225.1125030517578,846.234375,101.61095428466797,124.72511291503906,389.5,1001.6077880859375,177.2698211669922
2024-10-07,220.04052734375,852.6331176757812,102.38197326660156,127.52073669433594,405.0,1001.1079711914062,180.54786682128906
2024-10-08,224.0901336669922,856.63232421875,102.01387786865234,132.6826934814453,394.8999938964844,1003.107177734375,182.05482482910156
2024-10-09,227.83209228515625,859.8316650390625,101.17818450927734,132.44305419921875,400.70001220703125,1015.1024780273438,183.12139892578125
